30	934
30	1020
30	2264
30	2244
30	2236
30	2358
680	3760
179	3180
174	3116
30	3314
64	2563
30	947
30	703
122	2804
328	3689
625	3777
30	2003
11	749
913	3931
30	735
116	2784
607	3645
526	3504
30	3347
921	3947
30	1620
30	1576
139	2845
438	3827
30	860
30	978
175	2915
165	3776
536	3496
30	754
30	3294
30	1520
30	1166
198	3175
30	998
30	909
125	2800
89	3228
30	1054
30	894
8	2471
204	3100
30	1638
30	895
193	2969
206	3148
222	3220
250	3520
183	3010
30	1024
30	1965
30	1660
30	790
803	3858
30	1061
30	1410
30	829
7	2615
30	743
30	760
30	1923
183	2897
609	3795
114	2786
28	1290
30	854
86	2889
30	2111
30	1442
30	888
30	1808
175	2982
30	2403
617	3757
30	1090
233	3443
30	992
30	1095
725	3859
30	3420
30	1380
30	1290
30	2443
30	1769
30	1703
855	3887
30	3421
30	936
641	3592
30	2440
522	3484
712	3739
30	1204
267	3396
30	1294
30	926
30	1228
30	943
30	1302
159	2885
30	2381
831	3878
30	792
30	784
185	3077
30	1168
743	3826
30	2097
30	878
30	2134
184	3195
30	1034
30	2268
30	2760
30	2123
30	3352
185	3080
30	2460
30	925
215	3115
30	1709
7	3021
30	908
267	3268
216	3189
30	3345
30	1667
156	2907
481	3472
30	1957
30	920
250	3505
213	3030
831	3879
30	771
30	747
30	982
30	2178
30	1855
30	1127
203	3101
30	2033
689	3686
178	2919
30	1316
30	1693
30	1649
621	3662
30	1318
30	859
592	3600
30	3694
184	2931
30	1059
296	3375
610	3657
30	1348
30	1879
30	2156
179	2961
193	3084
30	2389
30	2308
30	3270
30	1043
30	1048
175	2987
50	2753
30	3310
30	1640
125	2808
30	1071
192	2989
216	3167
1	2492
176	3151
30	2228
224	3068
30	1945
30	969
175	2918
30	3351
30	1578
30	785
30	1532
756	3830
30	2182
30	2306
30	1087
66	3490
30	1420
30	3311
30	856
744	3808
30	801
30	850
30	1288
30	1727
30	802
770	3863
30	3272
30	1548
30	1074
30	2415
30	1080
211	3143
30	3318
30	2439
533	3499
603	3659
680	3675
610	3702
30	2055
487	3463
30	2091
30	756
30	1124
8	2479
648	3818
60	2603
89	3231
214	3207
30	921
222	3102
30	2442
30	872
86	2898
250	3508
30	2021
30	853
178	3002
916	3935
30	2049
30	2059
31	2591
86	2655
30	1911
294	3372
30	2164
30	2376
30	2115
30	1117
233	3444
30	2168
30	1987
30	2396
184	3051
30	752
592	3580
831	3895
30	1847
30	1153
30	1134
30	1175
30	2119
30	2428
562	3532
725	3907
30	1366
199	3185
414	3426
30	956
183	3015
30	2462
30	1081
30	1715
199	3172
184	3063
615	3711
30	839
223	3119
178	2938
30	774
185	3079
30	1871
30	3254
30	3452
728	3780
857	3888
159	2886
193	3087
30	900
30	1188
30	1003
268	3359
30	1927
185	2974
30	3326
30	812
30	1749
438	3482
30	2304
71	3544
30	980
30	1123
30	1699
193	3088
139	2866
30	997
30	1989
279	3386
30	2391
616	3789
695	3750
617	3758
7	2473
30	1865
30	1530
183	2964
30	800
30	880
30	1141
30	915
897	3918
30	1630
174	3050
30	1792
185	3072
476	3456
30	1156
30	1056
30	3454
30	2078
30	737
30	695
30	782
30	2338
696	3744
680	3736
30	2372
438	3479
30	819
185	2975
175	2983
30	1804
30	893
30	2184
976	3977
636	3697
193	2955
30	1723
189	2906
165	2887
30	727
30	886
31	2658
30	705
850	3885
30	781
601	3687
30	1647
30	1836
30	1414
30	946
30	1628
67	2642
185	3078
481	3475
30	1917
30	970
175	2988
30	2186
139	2871
626	3705
30	1747
30	806
30	1903
30	1632
179	2958
30	758
30	2762
175	2981
689	3766
30	1602
127	2802
30	2457
30	1658
204	3146
30	1452
30	1382
30	1798
30	3339
30	3277
30	1006
60	2629
30	1993
791	3889
31	3439
791	3856
30	2436
30	1052
744	3812
30	2232
30	1639
602	3767
495	3468
636	3728
30	1893
30	2074
178	2972
30	1873
189	2905
30	2312
184	3194
155	3581
69	2654
213	3202
30	1484
30	1460
43	2490
615	3678
30	1701
30	1137
30	1516
30	1412
30	1830
30	3273
624	3714
30	983
216	3139
30	913
155	2873
30	2045
30	2322
30	2027
268	3376
30	1941
159	3028
779	3844
938	3952
30	954
855	3910
201	3144
795	3853
30	1767
721	3770
213	3152
30	2280
274	3383
30	1510
614	3698
223	3062
30	1310
30	1867
30	3276
609	3768
175	3058
69	2617
672	3635
30	1282
30	2214
30	961
30	1262
30	842
30	1646
30	3348
30	3321
30	3325
30	2025
708	3726
30	2450
30	1983
30	831
30	1115
8	3717
30	1198
193	3083
30	2176
562	3533
982	3979
30	2764
184	3153
487	3462
30	1270
181	2949
178	2991
30	1753
294	3370
30	1869
30	809
31	3440
30	1755
30	2395
204	3173
743	3859
139	3385
30	762
30	2385
175	2984
216	3133
639	3597
30	1002
617	3786
30	1128
31	3438
30	1344
30	1342
30	1050
30	1312
30	2053
214	3098
30	3256
30	1851
74	2619
214	3184
30	1238
216	3130
30	1711
919	3938
181	3032
30	1182
30	1158
198	3215
30	2378
30	1714
30	1041
30	999
216	3107
30	830
604	3927
635	3713
30	2292
366	3409
534	3518
30	1560
30	1641
30	1610
700	3716
30	922
76	2628
30	1008
30	1142
30	2350
113	2770
926	3942
30	2218
30	2095
78	2680
30	2170
30	2374
748	3817
184	2937
30	845
61	2611
139	3467
8	2888
30	3334
30	1248
30	1392
30	1745
30	1642
30	1055
30	826
30	1652
30	1406
30	1075
30	1169
725	3905
30	2222
30	1149
30	1256
30	2083
30	1586
601	3769
30	1172
30	929
30	791
30	960
30	1356
201	3204
30	793
438	3442
320	3890
30	2332
481	3474
203	3024
223	3070
30	2198
62	2799
715	3753
30	1390
30	1094
175	2985
30	1895
30	1404
71	3428
30	2461
30	2370
30	1719
178	2924
30	2393
30	993
30	2272
30	1636
30	1147
30	2758
526	3641
30	1278
30	1975
30	1126
30	3296
30	904
30	2128
320	3403
30	858
268	3377
30	1679
30	1336
156	2878
63	2554
897	3921
299	3378
30	1286
743	3840
30	1398
30	857
30	1743
30	1268
522	3483
30	1456
30	2142
192	2990
30	1570
480	3531
184	3179
639	3601
30	1208
30	1991
139	3263
30	1482
193	2954
30	3281
30	2394
30	1687
30	1037
30	1608
30	773
30	783
30	933
30	1212
527	3668
30	1540
30	1791
207	3219
725	3854
30	1538
30	1454
195	3016
30	1424
951	3965
193	3217
184	2932
605	3791
680	3793
179	2960
30	3299
30	2467
509	3476
174	3117
222	3171
30	1558
30	731
610	3658
30	2039
178	2943
178	2926
30	2382
604	3712
30	1077
72	2622
740	3805
525	3502
30	924
30	1086
30	1931
222	3170
30	1036
30	1334
30	944
30	787
30	1760
30	2001
30	2152
30	2190
30	776
30	824
30	2441
30	902
30	1616
